context|end|flags|hp_id|index|line|negated|pat_id|relevant|score|section|start
Sequence reads were mapped to the reference genome (human reference genome, assembly GCRh37/hg19).. Variants were ranked and prioritized as potential candidates as previously described (Najmabadi et al., 2011), using an improved version of MERAP (Hu et al., 2014).. The OMIM catalogue (URL: https://www.omim.org/) and the Human Gene Mutation Database (HGMD, URL: http://www.hgmd.org/) were used as a filter to identify all previously described pathogenic changes.. Furthermore data were filtered against multiple publically available databases including dbSNP138, sequencing data from the Exome Variant Server (NHLBI Exome Sequencing Project (ESP), Seattle, WA, URL: http://evs.gs.washington.edu/EVS/), 200 Danish individuals (Li et al., 2010), 185 genomes of healthy individuals made available by the 1,000 Genome Project (URL: http://www.1000genomes.org/) and Exome Aggregation Consortium (ExAC), Cambridge, MA (URL: http://exac.broadinstitute.org) [January 13, 2015].. We retained variants that were present with a minor allele frequency below 0.01.. In addition, variants were compared with in house databases containing more than 400 exomes.|302.0|{'individuals'}|HP:0032322|90.0|Furthermore data were filtered against multiple publically available databases including dbSNP138, sequencing data from the Exome Variant Server (NHLBI Exome Sequencing Project (ESP), Seattle, WA, URL: http://evs.gs.washington.edu/EVS/), 200 Danish individuals (Li et al., 2010), 185 genomes of healthy individuals made available by the 1,000 Genome Project (URL: http://www.1000genomes.org/) and Exome Aggregation Consortium (ExAC), Cambridge, MA (URL: http://exac.broadinstitute.org) [January 13, 2015].|0.0|m153|1.0|1|2.3 Mutation screening and evaluation|295.0
The mutations within the candidate gene  were verified by Sanger sequencing (primers are listed in Supp.. Table S1).. Siblings and parents were also sequenced, when available, to confirm co segregation of the alleles within the family.. Furthermore, ethnically matched unrelated healthy individuals as well as unrelated healthy German individuals were also directly screened for the mutations.. DNA mutation numbering system used is based on cDNA sequence where +1 is the A of the ATG translation initiation codon in the reference sequence.<br>In silico analysis of the putative pathogenic missense change was performed using Project HOPE (URL: http://www.cmbi.ru.nl/hope/).. Prediction of the pathogenic effect of the variant found in this study was performed using various softwares:<br><h3>2.4 Sanger sequencing</h3>|90.0|{'individuals'}|HP:0032322|96.0|Furthermore, ethnically matched unrelated healthy individuals as well as unrelated healthy German individuals were also directly screened for the mutations.|0.0|m153|1.0|1|2.3 Mutation screening and evaluation|83.0
The mutations within the candidate gene  were verified by Sanger sequencing (primers are listed in Supp.. Table S1).. Siblings and parents were also sequenced, when available, to confirm co segregation of the alleles within the family.. Furthermore, ethnically matched unrelated healthy individuals as well as unrelated healthy German individuals were also directly screened for the mutations.. DNA mutation numbering system used is based on cDNA sequence where +1 is the A of the ATG translation initiation codon in the reference sequence.<br>In silico analysis of the putative pathogenic missense change was performed using Project HOPE (URL: http://www.cmbi.ru.nl/hope/).. Prediction of the pathogenic effect of the variant found in this study was performed using various softwares:<br><h3>2.4 Sanger sequencing</h3>|49.0|{'individuals'}|HP:0032322|96.0|Furthermore, ethnically matched unrelated healthy individuals as well as unrelated healthy German individuals were also directly screened for the mutations.|0.0|m153|1.0|1|2.3 Mutation screening and evaluation|42.0
RNA sequencing was carried out on a SOLiD5500XL Sequencing platform (Life Technologies, Thermo Fisher Scientific, Waltham, MA, USA) as previously described (Konze et al., 2014).<br><h3>2.6 Cloning of  and  cDNAs<br></h3>. <br>. A full length  cDNA clone (IRAUp969H0860D) was purchased from ImaGenes GmbH (Berlin, Germany).. The cDNA was isolated from a neuroblastoma cell line and contained a change from cytosine to thymine at c.1530, resulting in a missense mutation from arginine to cysteine at position 435 in the SARS protein.. To correct the c.1530C&gt:T change, mutagenesis was performed with the QuickChange™ II XL Site Directed Mutagenesis Kit (Stratagene, La Jolla, CA).<br>The  complete cDNA was amplified using primers containing HI and I restriction sites and then cloned in the mammalian expression vector pEYFP N1, and in the vector for protein expression in prokaryotic organism, pGEX6P3.. Primers (listed in Supp.|42.0|set()|HP:0003006|107.0|The cDNA was isolated from a neuroblastoma cell line and contained a change from cytosine to thymine at c.1530, resulting in a missense mutation from arginine to cysteine at position 435 in the SARS protein.|0.0|m153|1.0|1|2.5 RNA sequencing|29.0
no.. ab40567, monoclonal, mouse, WB: 1:250), anti Tubulin (abcam cat.. no.. ab6160, monoclonal, rat WB: 1:15,000), anti PBH1 (Cell Signaling Technology, Danvers, MA, USA: cat.. no.. #2426, polyclonal, rabbit, WB: 1:2,000), anti HSP60 (Cell Signaling Technology, Danvers, MA, USA: cat.|83.0|set()|HP:0002664|156.0|ab6160, monoclonal, rat WB: 1:15,000), anti PBH1 (Cell Signaling Technology, Danvers, MA, USA: cat.|0.0|m153|1.0|1|2.13 Antibodies|76.0
no.. ab6160, monoclonal, rat WB: 1:15,000), anti PBH1 (Cell Signaling Technology, Danvers, MA, USA: cat.. no.. #2426, polyclonal, rabbit, WB: 1:2,000), anti HSP60 (Cell Signaling Technology, Danvers, MA, USA: cat.. no.. #12165, monoclonal, rabbit, IF: 1:2,000, WB: 1:2,500), anti VDAC (Cell Signaling Technology: cat.|87.0|set()|HP:0002664|158.0|#2426, polyclonal, rabbit, WB: 1:2,000), anti HSP60 (Cell Signaling Technology, Danvers, MA, USA: cat.|0.0|m153|1.0|1|2.13 Antibodies|80.0
no.. #12165, monoclonal, rabbit, IF: 1:2,000, WB: 1:2,500), anti VDAC (Cell Signaling Technology: cat.. no.. #4661), anti COXIV (Cell Signaling Technology, Danvers, MA, USA: cat.. no.. #4850, monoclonal, rabbit, WB: 1:1,000), anti SDHA (Cell Signaling Technology, Danvers, MA, USA: cat.|52.0|set()|HP:0002664|162.0|#4661), anti COXIV (Cell Signaling Technology, Danvers, MA, USA: cat.|0.0|m153|1.0|1|2.13 Antibodies|45.0
no.. #4661), anti COXIV (Cell Signaling Technology, Danvers, MA, USA: cat.. no.. #4850, monoclonal, rabbit, WB: 1:1,000), anti SDHA (Cell Signaling Technology, Danvers, MA, USA: cat.. no.. #11998, monoclonal, rabbit, IF and WB: 1:2,000).|86.0|set()|HP:0002664|164.0|#4850, monoclonal, rabbit, WB: 1:1,000), anti SDHA (Cell Signaling Technology, Danvers, MA, USA: cat.|0.0|m153|1.0|1|2.13 Antibodies|79.0
<br>. Family 1 is an Iranian family with Arabian ethnicity.. The distantly related parents had nine children, four of them presented with ID: the pedigree is shown in Figure 1A.. All affected children were born at full term after uneventful pregnancies, followed by a normal neonatal period.. Testing of cognitive function using the Wechsler Adult Intelligence Scale (WAIS IV) showed an intelligence quotient (IQ) 40–45 in the range of moderate ID, speech impairment (slow and slurred speech) and aggressive behavior.. In addition, the patients presented with microcephaly, ataxia (unbalanced gait starting at the age of 7–10 years), and muscular weakness (since the age of 6–10).|12.0|{'normal'}|HP:0032320|205.0|All affected children were born at full term after uneventful pregnancies, followed by a normal neonatal period.|0.0|family 1|1.0|1|3.1 Clinical report of family 1|4.0
Family 1 is an Iranian family with Arabian ethnicity.. The distantly related parents had nine children, four of them presented with ID: the pedigree is shown in Figure 1A.. All affected children were born at full term after uneventful pregnancies, followed by a normal neonatal period.. Testing of cognitive function using the Wechsler Adult Intelligence Scale (WAIS IV) showed an intelligence quotient (IQ) 40–45 in the range of moderate ID, speech impairment (slow and slurred speech) and aggressive behavior.. In addition, the patients presented with microcephaly, ataxia (unbalanced gait starting at the age of 7–10 years), and muscular weakness (since the age of 6–10).. All patients developed tonic–clonic seizures during infancy, which are well controlled by sodium valproate.|221.0|set()|HP:0000718|206.0|Testing of cognitive function using the Wechsler Adult Intelligence Scale (WAIS IV) showed an intelligence quotient (IQ) 40–45 in the range of moderate ID, speech impairment (slow and slurred speech) and aggressive behavior.|0.0|family 1|1.0|1|3.1 Clinical report of family 1|202.0
Family 1 is an Iranian family with Arabian ethnicity.. The distantly related parents had nine children, four of them presented with ID: the pedigree is shown in Figure 1A.. All affected children were born at full term after uneventful pregnancies, followed by a normal neonatal period.. Testing of cognitive function using the Wechsler Adult Intelligence Scale (WAIS IV) showed an intelligence quotient (IQ) 40–45 in the range of moderate ID, speech impairment (slow and slurred speech) and aggressive behavior.. In addition, the patients presented with microcephaly, ataxia (unbalanced gait starting at the age of 7–10 years), and muscular weakness (since the age of 6–10).. All patients developed tonic–clonic seizures during infancy, which are well controlled by sodium valproate.|171.0|set()|HP:0002167|206.0|Testing of cognitive function using the Wechsler Adult Intelligence Scale (WAIS IV) showed an intelligence quotient (IQ) 40–45 in the range of moderate ID, speech impairment (slow and slurred speech) and aggressive behavior.|0.0|family 1|1.0|1|3.1 Clinical report of family 1|154.0
Family 1 is an Iranian family with Arabian ethnicity.. The distantly related parents had nine children, four of them presented with ID: the pedigree is shown in Figure 1A.. All affected children were born at full term after uneventful pregnancies, followed by a normal neonatal period.. Testing of cognitive function using the Wechsler Adult Intelligence Scale (WAIS IV) showed an intelligence quotient (IQ) 40–45 in the range of moderate ID, speech impairment (slow and slurred speech) and aggressive behavior.. In addition, the patients presented with microcephaly, ataxia (unbalanced gait starting at the age of 7–10 years), and muscular weakness (since the age of 6–10).. All patients developed tonic–clonic seizures during infancy, which are well controlled by sodium valproate.|196.0|set()|HP:0007164|206.0|Testing of cognitive function using the Wechsler Adult Intelligence Scale (WAIS IV) showed an intelligence quotient (IQ) 40–45 in the range of moderate ID, speech impairment (slow and slurred speech) and aggressive behavior.|0.0|family 1|1.0|1|3.1 Clinical report of family 1|173.0
The distantly related parents had nine children, four of them presented with ID: the pedigree is shown in Figure 1A.. All affected children were born at full term after uneventful pregnancies, followed by a normal neonatal period.. Testing of cognitive function using the Wechsler Adult Intelligence Scale (WAIS IV) showed an intelligence quotient (IQ) 40–45 in the range of moderate ID, speech impairment (slow and slurred speech) and aggressive behavior.. In addition, the patients presented with microcephaly, ataxia (unbalanced gait starting at the age of 7–10 years), and muscular weakness (since the age of 6–10).. All patients developed tonic–clonic seizures during infancy, which are well controlled by sodium valproate.. DNA was extracted from peripheral blood of the patients (III:4, III:9, III:10, III:11), three healthy siblings and their parents, using standard procedures.|53.0|{'patients'}|HP:0000252|207.0|In addition, the patients presented with microcephaly, ataxia (unbalanced gait starting at the age of 7–10 years), and muscular weakness (since the age of 6–10).|0.0|family 1|1.0|1|3.1 Clinical report of family 1|41.0
The distantly related parents had nine children, four of them presented with ID: the pedigree is shown in Figure 1A.. All affected children were born at full term after uneventful pregnancies, followed by a normal neonatal period.. Testing of cognitive function using the Wechsler Adult Intelligence Scale (WAIS IV) showed an intelligence quotient (IQ) 40–45 in the range of moderate ID, speech impairment (slow and slurred speech) and aggressive behavior.. In addition, the patients presented with microcephaly, ataxia (unbalanced gait starting at the age of 7–10 years), and muscular weakness (since the age of 6–10).. All patients developed tonic–clonic seizures during infancy, which are well controlled by sodium valproate.. DNA was extracted from peripheral blood of the patients (III:4, III:9, III:10, III:11), three healthy siblings and their parents, using standard procedures.|61.0|{'patients'}|HP:0001251|207.0|In addition, the patients presented with microcephaly, ataxia (unbalanced gait starting at the age of 7–10 years), and muscular weakness (since the age of 6–10).|0.0|family 1|1.0|1|3.1 Clinical report of family 1|55.0
The distantly related parents had nine children, four of them presented with ID: the pedigree is shown in Figure 1A.. All affected children were born at full term after uneventful pregnancies, followed by a normal neonatal period.. Testing of cognitive function using the Wechsler Adult Intelligence Scale (WAIS IV) showed an intelligence quotient (IQ) 40–45 in the range of moderate ID, speech impairment (slow and slurred speech) and aggressive behavior.. In addition, the patients presented with microcephaly, ataxia (unbalanced gait starting at the age of 7–10 years), and muscular weakness (since the age of 6–10).. All patients developed tonic–clonic seizures during infancy, which are well controlled by sodium valproate.. DNA was extracted from peripheral blood of the patients (III:4, III:9, III:10, III:11), three healthy siblings and their parents, using standard procedures.|136.0|{'patients'}|HP:0001324|207.0|In addition, the patients presented with microcephaly, ataxia (unbalanced gait starting at the age of 7–10 years), and muscular weakness (since the age of 6–10).|0.0|family 1|1.0|1|3.1 Clinical report of family 1|119.0
All affected children were born at full term after uneventful pregnancies, followed by a normal neonatal period.. Testing of cognitive function using the Wechsler Adult Intelligence Scale (WAIS IV) showed an intelligence quotient (IQ) 40–45 in the range of moderate ID, speech impairment (slow and slurred speech) and aggressive behavior.. In addition, the patients presented with microcephaly, ataxia (unbalanced gait starting at the age of 7–10 years), and muscular weakness (since the age of 6–10).. All patients developed tonic–clonic seizures during infancy, which are well controlled by sodium valproate.. DNA was extracted from peripheral blood of the patients (III:4, III:9, III:10, III:11), three healthy siblings and their parents, using standard procedures.. Clinical descriptions of the patients are summarized in Table 1.<br><h3>3.2 Clinical report of family 2</h3>|44.0|{'patients'}|HP:0020221|208.0|All patients developed tonic–clonic seizures during infancy, which are well controlled by sodium valproate.|0.0|family 1|1.0|1|3.1 Clinical report of family 1|29.0
Testing of cognitive function using the Wechsler Adult Intelligence Scale (WAIS IV) showed an intelligence quotient (IQ) 40–45 in the range of moderate ID, speech impairment (slow and slurred speech) and aggressive behavior.. In addition, the patients presented with microcephaly, ataxia (unbalanced gait starting at the age of 7–10 years), and muscular weakness (since the age of 6–10).. All patients developed tonic–clonic seizures during infancy, which are well controlled by sodium valproate.. DNA was extracted from peripheral blood of the patients (III:4, III:9, III:10, III:11), three healthy siblings and their parents, using standard procedures.. Clinical descriptions of the patients are summarized in Table 1.<br><h3>3.2 Clinical report of family 2</h3>. <br>|97.0|{'patients'}|HP:0032322|209.0|DNA was extracted from peripheral blood of the patients (III:4, III:9, III:10, III:11), three healthy siblings and their parents, using standard procedures.|0.0|family 1|1.0|1|3.1 Clinical report of family 1|90.0
Clinical descriptions of the patients are summarized in Table 1.<br><h3>3.2 Clinical report of family 2</h3>. <br>. Family 2 is an Iranian family from the Semnan province of Iran.. The consanguineous healthy parents had nine children, three of them with ID (Fig.. 1B).. One affected male (V:6) had died from an infectious disease.|26.0|{'parents'}|HP:0032322|213.0|The consanguineous healthy parents had nine children, three of them with ID (Fig.|0.0|family 2|1.0|1|3.2 Clinical report of family 2|19.0
Family 2 is an Iranian family from the Semnan province of Iran.. The consanguineous healthy parents had nine children, three of them with ID (Fig.. 1B).. One affected male (V:6) had died from an infectious disease.. Two affected siblings (V:7 and V:8) presented with moderate ID (IQ = 41–46), athetosis, aggressive behavior, and speech impairment (slow and slurred speech).. Moreover muscular weakness and ataxia (unbalanced gait starting at the age of 7–10 years) were observed (see Table 1 for full description of clinical features).|12.0|set()|HP:0032320|215.0|One affected male (V:6) had died from an infectious disease.|0.0|family 2|1.0|1|3.2 Clinical report of family 2|4.0
The consanguineous healthy parents had nine children, three of them with ID (Fig.. 1B).. One affected male (V:6) had died from an infectious disease.. Two affected siblings (V:7 and V:8) presented with moderate ID (IQ = 41–46), athetosis, aggressive behavior, and speech impairment (slow and slurred speech).. Moreover muscular weakness and ataxia (unbalanced gait starting at the age of 7–10 years) were observed (see Table 1 for full description of clinical features).. DNA was extracted from peripheral blood of the patients, two healthy siblings and their parents, using standard procedures.<br><h3>3.3 Linkage analysis and homozygosity mapping in family 1</h3>|12.0|set()|HP:0032320|216.0|Two affected siblings (V:7 and V:8) presented with moderate ID (IQ = 41–46), athetosis, aggressive behavior, and speech impairment (slow and slurred speech).|0.0|family 2|1.0|1|3.2 Clinical report of family 2|4.0
The consanguineous healthy parents had nine children, three of them with ID (Fig.. 1B).. One affected male (V:6) had died from an infectious disease.. Two affected siblings (V:7 and V:8) presented with moderate ID (IQ = 41–46), athetosis, aggressive behavior, and speech impairment (slow and slurred speech).. Moreover muscular weakness and ataxia (unbalanced gait starting at the age of 7–10 years) were observed (see Table 1 for full description of clinical features).. DNA was extracted from peripheral blood of the patients, two healthy siblings and their parents, using standard procedures.<br><h3>3.3 Linkage analysis and homozygosity mapping in family 1</h3>|84.0|set()|HP:0002305|216.0|Two affected siblings (V:7 and V:8) presented with moderate ID (IQ = 41–46), athetosis, aggressive behavior, and speech impairment (slow and slurred speech).|0.0|family 2|1.0|1|3.2 Clinical report of family 2|75.0
The consanguineous healthy parents had nine children, three of them with ID (Fig.. 1B).. One affected male (V:6) had died from an infectious disease.. Two affected siblings (V:7 and V:8) presented with moderate ID (IQ = 41–46), athetosis, aggressive behavior, and speech impairment (slow and slurred speech).. Moreover muscular weakness and ataxia (unbalanced gait starting at the age of 7–10 years) were observed (see Table 1 for full description of clinical features).. DNA was extracted from peripheral blood of the patients, two healthy siblings and their parents, using standard procedures.<br><h3>3.3 Linkage analysis and homozygosity mapping in family 1</h3>|105.0|set()|HP:0000718|216.0|Two affected siblings (V:7 and V:8) presented with moderate ID (IQ = 41–46), athetosis, aggressive behavior, and speech impairment (slow and slurred speech).|0.0|family 2|1.0|1|3.2 Clinical report of family 2|86.0
The consanguineous healthy parents had nine children, three of them with ID (Fig.. 1B).. One affected male (V:6) had died from an infectious disease.. Two affected siblings (V:7 and V:8) presented with moderate ID (IQ = 41–46), athetosis, aggressive behavior, and speech impairment (slow and slurred speech).. Moreover muscular weakness and ataxia (unbalanced gait starting at the age of 7–10 years) were observed (see Table 1 for full description of clinical features).. DNA was extracted from peripheral blood of the patients, two healthy siblings and their parents, using standard procedures.<br><h3>3.3 Linkage analysis and homozygosity mapping in family 1</h3>|128.0|set()|HP:0002167|216.0|Two affected siblings (V:7 and V:8) presented with moderate ID (IQ = 41–46), athetosis, aggressive behavior, and speech impairment (slow and slurred speech).|0.0|family 2|1.0|1|3.2 Clinical report of family 2|111.0
The consanguineous healthy parents had nine children, three of them with ID (Fig.. 1B).. One affected male (V:6) had died from an infectious disease.. Two affected siblings (V:7 and V:8) presented with moderate ID (IQ = 41–46), athetosis, aggressive behavior, and speech impairment (slow and slurred speech).. Moreover muscular weakness and ataxia (unbalanced gait starting at the age of 7–10 years) were observed (see Table 1 for full description of clinical features).. DNA was extracted from peripheral blood of the patients, two healthy siblings and their parents, using standard procedures.<br><h3>3.3 Linkage analysis and homozygosity mapping in family 1</h3>|153.0|set()|HP:0007164|216.0|Two affected siblings (V:7 and V:8) presented with moderate ID (IQ = 41–46), athetosis, aggressive behavior, and speech impairment (slow and slurred speech).|0.0|family 2|1.0|1|3.2 Clinical report of family 2|130.0
1B).. One affected male (V:6) had died from an infectious disease.. Two affected siblings (V:7 and V:8) presented with moderate ID (IQ = 41–46), athetosis, aggressive behavior, and speech impairment (slow and slurred speech).. Moreover muscular weakness and ataxia (unbalanced gait starting at the age of 7–10 years) were observed (see Table 1 for full description of clinical features).. DNA was extracted from peripheral blood of the patients, two healthy siblings and their parents, using standard procedures.<br><h3>3.3 Linkage analysis and homozygosity mapping in family 1</h3>. <br>|26.0|set()|HP:0001324|217.0|Moreover muscular weakness and ataxia (unbalanced gait starting at the age of 7–10 years) were observed (see Table 1 for full description of clinical features).|0.0|family 2|1.0|1|3.2 Clinical report of family 2|9.0
1B).. One affected male (V:6) had died from an infectious disease.. Two affected siblings (V:7 and V:8) presented with moderate ID (IQ = 41–46), athetosis, aggressive behavior, and speech impairment (slow and slurred speech).. Moreover muscular weakness and ataxia (unbalanced gait starting at the age of 7–10 years) were observed (see Table 1 for full description of clinical features).. DNA was extracted from peripheral blood of the patients, two healthy siblings and their parents, using standard procedures.<br><h3>3.3 Linkage analysis and homozygosity mapping in family 1</h3>. <br>|37.0|set()|HP:0001251|217.0|Moreover muscular weakness and ataxia (unbalanced gait starting at the age of 7–10 years) were observed (see Table 1 for full description of clinical features).|0.0|family 2|1.0|1|3.2 Clinical report of family 2|31.0
One affected male (V:6) had died from an infectious disease.. Two affected siblings (V:7 and V:8) presented with moderate ID (IQ = 41–46), athetosis, aggressive behavior, and speech impairment (slow and slurred speech).. Moreover muscular weakness and ataxia (unbalanced gait starting at the age of 7–10 years) were observed (see Table 1 for full description of clinical features).. DNA was extracted from peripheral blood of the patients, two healthy siblings and their parents, using standard procedures.<br><h3>3.3 Linkage analysis and homozygosity mapping in family 1</h3>. <br>. Parametric linkage analysis in family 1 revealed a single interval of homozygosity on chromosome 1p13.3–p11.2 near the centromere with a significant LOD score above three (Supp.|68.0|set()|HP:0032322|218.0|DNA was extracted from peripheral blood of the patients, two healthy siblings and their parents, using standard procedures.<br><h3>3.3 Linkage analysis and homozygosity mapping in family 1</h3>|0.0|family 1|1.0|1|3.3 Linkage analysis and homozygosity mapping in family 1|61.0
In the  gene a homozygous G to A substitution (chr1: 109773566G&gt:A: NM_006513.3: c.514G&gt:A) (Fig.. 1C) (coordinates used correspond to human reference genome, assembly GCRh37/hg19) was found in exon five and results in a change from aspartic acid to asparagine at amino acid position 172 (NP_006504.4: p. Asp172Asn).. In addition, a variant (chr1: 120166494G&gt:T: NM_001080470.1: c.472C&gt:A) in the third exon of the zinc finger protein 697 () gene was found, which results in a substitution of proline with threonine at amino acid position 158 (NP_001073939: p. Pro158Thr), but was predicted to be benign by several different pathogenicity evaluators (Polyphen2, SIFT, Mutation Taster, and Logit score).. Only the amino acid substitution in SARS was predicted to be damaging and thus identified as the most plausible pathogenic change in family 1.  c.514G&gt:A was not present in dbSNP 138, 200 Danish individuals (Li et al., 2010) 185 genomes of healthy individuals made available by the 1000 Genome Project (1000 Genomes Project Consortium et al., 2010), the NHLBI Exome Variant Server (ESP6500), or in the ExAc database (Version 3.0).. It was also absent from our in house databases containing more than 400 exomes, from more than 1,000 chromosomes from ethnically matched controls and from 432 chromosomes of specifically tested German controls.. The variant was submitted to the public Leiden Open Variation Database 3.0 (http://www.lovd.nl/).<br>The mutation affects a highly conserved amino acid (Fig.|249.0|{'not', 'individuals'}|HP:0032322|232.0|Only the amino acid substitution in SARS was predicted to be damaging and thus identified as the most plausible pathogenic change in family 1.  c.514G&gt:A was not present in dbSNP 138, 200 Danish individuals (Li et al., 2010) 185 genomes of healthy individuals made available by the 1000 Genome Project (1000 Genomes Project Consortium et al., 2010), the NHLBI Exome Variant Server (ESP6500), or in the ExAc database (Version 3.0).|1.0|family 1|1.0|1|3.4 Mutation analysis in family 1|242.0
In addition, a variant (chr1: 120166494G&gt:T: NM_001080470.1: c.472C&gt:A) in the third exon of the zinc finger protein 697 () gene was found, which results in a substitution of proline with threonine at amino acid position 158 (NP_001073939: p. Pro158Thr), but was predicted to be benign by several different pathogenicity evaluators (Polyphen2, SIFT, Mutation Taster, and Logit score).. Only the amino acid substitution in SARS was predicted to be damaging and thus identified as the most plausible pathogenic change in family 1.  c.514G&gt:A was not present in dbSNP 138, 200 Danish individuals (Li et al., 2010) 185 genomes of healthy individuals made available by the 1000 Genome Project (1000 Genomes Project Consortium et al., 2010), the NHLBI Exome Variant Server (ESP6500), or in the ExAc database (Version 3.0).. It was also absent from our in house databases containing more than 400 exomes, from more than 1,000 chromosomes from ethnically matched controls and from 432 chromosomes of specifically tested German controls.. The variant was submitted to the public Leiden Open Variation Database 3.0 (http://www.lovd.nl/).<br>The mutation affects a highly conserved amino acid (Fig.. 1C) and, in line with this, the phyloP score (Pollard, Hubisz, Rosenbloom, &amp: Siepel, 2010) was found to be 6.457.<br>Expression of  was determined by RNAseq in different human brain regions relevant for learning and memory (Supp.. Fig.|121.0|set()|HP:0032320|234.0|The variant was submitted to the public Leiden Open Variation Database 3.0 (http://www.lovd.nl/).<br>The mutation affects a highly conserved amino acid (Fig.|0.0|family 1|1.0|1|3.4 Mutation analysis in family 1|114.0
Fig.. S3A).. Xu et al.. (2012) have also shown that residues p. His170 and p. Phe316 form hydrophobic interactions to stabilize the β 10–β 11 hairpin.. This hairpin belongs to the seven stranded antiparallel β sheet (β1–β9–β10–β11–β13–β8–β7), which is the central core of the aminoacylation domain (Xu et al., 2012).<br>Aspartic acid and asparagine are geometrically similar and protein modeling showed that p. Asp172 faces away from the active site (Supp.. Fig.|76.0|set()|HP:0032505|252.0|(2012) have also shown that residues p. His170 and p. Phe316 form hydrophobic interactions to stabilize the β 10–β 11 hairpin.|0.0|family 1|1.0|1|3.5 The amino acid substitution p. Asp172Asn destabilizes SARS|65.0
This hairpin belongs to the seven stranded antiparallel β sheet (β1–β9–β10–β11–β13–β8–β7), which is the central core of the aminoacylation domain (Xu et al., 2012).<br>Aspartic acid and asparagine are geometrically similar and protein modeling showed that p. Asp172 faces away from the active site (Supp.. Fig.. S4A), therefore p. Asp172Asn has probably no structure based influence on the catalytic core domain.. However, p. Asp172 could affect aminoacylation activity in an indirect manner as it provides a negative charge.. This negative charge is lost in SARS p. Asp172Asn.. Furthermore, the mutation site p. Asp172 is located directly adjacent to the N terminus of the UNE S domain, which contains the NLS (Supp.|29.0|{'negative'}|HP:0032320|256.0|However, p. Asp172 could affect aminoacylation activity in an indirect manner as it provides a negative charge.|0.0|family 1|1.0|1|3.5 The amino acid substitution p. Asp172Asn destabilizes SARS|23.0
Furthermore, the mutation site p. Asp172 is located directly adjacent to the N terminus of the UNE S domain, which contains the NLS (Supp.. Fig.. S4B and C).. Negative charges within the UNE S domain affect the stability of the positively charged NLS (Xu et al., 2012).. Therefore, the substitution of the negatively charged p. Asp172 by the positively chargedp.. Asn172 could influence the subcellular localization of the SARS protein.<br><h3>3.6 Expression analysis of SARS p. Asp172Asn in mammalian cells</h3>|47.0|{'negative'}|HP:0032320|261.0|Negative charges within the UNE S domain affect the stability of the positively charged NLS (Xu et al., 2012).|0.0|family 1|1.0|1|3.5 The amino acid substitution p. Asp172Asn destabilizes SARS|41.0
In the second step, the amino acid is transferred onto the 3′ terminal adenosine of the tRNA that is to be charged and subsequently the charged tRNA and the AMP molecule are released from the enzyme (Schimmel &amp: Soll, 1979).. To understand whether mutant SARS is still able to perform the first step of aminoacylation, we established a pyrophosphate release assay.. As prerequisite  WT and mutant (p. Asp172Asn and p. Thr429Ala) cDNAs were cloned into pGEX6P3.. SARS protein with a p. Thr429Ala mutation is unable to bind serine as this alteration affects a serine binding site (Fig.. 1C) and lacks enzymatic activity (Fukui, Hanaoka, &amp: Kawahara, 2009).. This protein was used as a negative control during the aminoacylation test.<br>The purified GST protein was used as an additional negative control.|92.0|set()|HP:0032320|291.0|SARS protein with a p. Thr429Ala mutation is unable to bind serine as this alteration affects a serine binding site (Fig.|0.0|family 1|1.0|1|3.7 Impaired serine activation of the SARS p. Asp172Asn enzyme|85.0
2C).. As expected, the GST protein did not show any pyrophosphate release (data not shown).<br><h3>3.8 Compound heterozygous  mutation in family 2<br></h3>. <br>. As a result of whole genome sequencing, we found a compound heterozygous genotype of the  gene in the affected individuals of family 2 (Fig.. 1B and D).<br>WARS2 is a nucleus encoded tryptophanyl tRNA synthetase, which is imported into mitochondria.. The protein contains an N terminal mitochondrial targeting signal, and a C terminal domain with tryptophan tRNA ligase activity (Fig.|110.0|{'individuals'}|HP:0032320|310.0|As a result of whole genome sequencing, we found a compound heterozygous genotype of the  gene in the affected individuals of family 2 (Fig.|0.0|None|1.0|1|3.7 Impaired serine activation of the SARS p. Asp172Asn enzyme|102.0
Furthermore, it is probably able to load tRNA(Sec) with serine, which would result in a misacylated tRNA, L seryl tRNA(Sec) that can be further converted into selenocysteinyl tRNA(Sec).. Expression of  was evaluated by RNAseq in different human brain regions relevant for learning and memory (Supp.. Fig.. S5).<br>The WARS2 genotype we observed in the affected individuals comprises a frameshift mutation on the paternal allele and a missense change on the maternal allele.. The mutations cosegregated with the disease in the family (Supp.. Fig.|54.0|{'individuals'}|HP:0032320|317.0|S5).<br>The WARS2 genotype we observed in the affected individuals comprises a frameshift mutation on the paternal allele and a missense change on the maternal allele.|0.0|None|1.0|1|3.7 Impaired serine activation of the SARS p. Asp172Asn enzyme|46.0
